num,year,title,genre,tags,star,note
225,2004,Still Life,P&C,"noir,mystery",false,Pixel detective thriller. A journalist reopens her grandfathers cold case.
226,2004,Syberia II,P&C,"mystery,classic",false,Immediate sequel. Kate Walker continues her search beyond Siberia.
227,2003,Runaway: A Road Adventure,P&C,"mystery,classic",false,European pixel P&C. Young man dragged on the run by gangsters and the FBI.
228,2003,Samorost,Puzzle,"mystery,cozy,scifi",false,Original Amanita Design. Flash pixel poetry. A gnome saves his planet.
229,2002,Syberia,P&C,"mystery,classic",false,European P&C with mechanical mammoths. Industrial steampunk pixel art.
230,2000,Escape from Monkey Island,P&C,"classic,mystery",false,Fourth Monkey Island with 3D engine. Transitional pixel but irony intact.
231,1999,Discworld Noir,P&C,"noir,mystery,classic",false,Noir in Terry Pratchetts Discworld. Gray atmosphere pixel P&C.
232,1999,The Longest Journey,P&C,"mystery,scifi",false,Funcom/Tørnquist. April Ryan between two worlds. Absolute masterpiece of narrative P&C. Revolutionary for its era.
233,1998,Broken Sword 2: The Smoking Mirror,P&C,"mystery,classic",false,Second G. Stobbart chapter. Mayan magic European pixel adventure.
234,1998,Grim Fandango,P&C,"noir,classic,mystery",true,LucasArts masterpiece. Manny Calavera travel agency of the dead. Mexican noir pixel.
235,1998,Quest for Glory V: Dragon Fire,RPG,"rpg,mystery,classic",false,Final QFG. Sierra fantasy adventure with combat in Silmaria. End of an era.
236,1998,Sanitarium,Adventure,"horror,mystery",false,Amnesia psychiatric hospitals alternate realities. Dark pixel horror adventure.
237,1997,Discworld 2: Mortality Bytes,P&C,"mystery,classic",false,Sequel with Terry Pratchett and Eric Idle. Death and rebirth on the Discworld pixel.
238,1997,Riven: The Sequel to Myst,Puzzle,"mystery,scifi",false,Myst sequel. Mysterious islands in pre-rendered visuals.
239,1997,The Curse of Monkey Island,P&C,"classic,mystery",false,Third Monkey Island in painted cartoon style. Beautiful pixel art.
240,1996,Broken Sword: The Shadow of the Templars,P&C,"mystery,classic",true,Revolution Software. George Stobbart and the Templars. Foundational European pixel P&C.
241,1996,Full Throttle,P&C,"classic,noir",false,Original LucasArts. Biker Ben Throttle against a mega-corporation.
242,1996,Leisure Suit Larry 7: Love for Sail,P&C,"mystery,classic",false,Sierra. Larry on a cruise ship. Humorous adult pixel.
243,1996,The Dig,P&C,"mystery,scifi,classic",false,Serious LucasArts sci-fi. Alien asteroid rare pixel art.
244,1996,The Neverhood,Adventure,"mystery,classic",false,DreamWorks/Shiny. Pure claymation adventure. Entirely handcrafted world unlike any other. Cult soundtrack by Terry S. Taylor.
245,1995,Discworld,P&C,"mystery,classic",false,Terry Pratchett P&C. Humorous Rincewind in pixel with Eric Idles voice.
246,1995,Gabriel Knight 2: The Beast Within,P&C,"mystery,horror,classic",false,GK FMV/pixel. Bavaria werewolves opera melodrama.
247,1995,"I Have No Mouth, and I Must Scream",P&C,"horror,mystery,scifi",false,Cyberdreams/Harlan Ellison. Six characters trapped forever by a sadistic AI. Dark disturbing psychological horror pixel P&C. Absolute genre classic.
248,1995,Phantasmagoria,Adventure,"horror,mystery,classic",false,Sierra adult FMV horror. Writer in a haunted house. Full video/pixel.
249,1995,Simon the Sorcerer II,P&C,"classic,mystery",false,Saxon wizard sequel. English humor pixel fairy tale parody.
250,1995,Space Quest VI: The Spinal Frontier,P&C,"scifi,mystery,classic",false,"Sierra. Roger Wilco's final chapter. Sci-fi pixel P&C parody, technically the most advanced of the series."
251,1995,Torin's Passage,P&C,"mystery,classic",false,Sierra/Al Lowe. Fantasy pixel P&C with beautiful prerendered art and gentle ironic humor.
252,1994,Beneath a Steel Sky,P&C,"cyberpunk,scifi,classic,noir",true,FREE on GOG. Dystopian cyberpunk. Robert Foster vs megacorp. Legend.
253,1994,The Legend of Kyrandia 3: Malcolm's Revenge,P&C,"mystery,classic",false,Third Kyrandia. Villain Malcolm as protagonist in a pixel fantasy adventure.
254,1993,Day of the Tentacle,P&C,"classic,mystery",false,LucasArts masterpiece. Time travel pixel comic puzzle.
255,1993,Freddy Pharkas: Frontier Pharmacist,P&C,"mystery,classic",false,Sierra Ken Williams. Western parody pixel. Cowboy pharmacist adventure.
256,1993,Gabriel Knight: Sins of the Fathers,P&C,"mystery,horror,classic",false,Sierra. Writer monster hunter New Orleans voodoo pixel.
257,1993,Leisure Suit Larry 6: Shape Up or Slip Out,P&C,"mystery,classic",false,Sierra. Larry at a luxury resort. Improved VGA pixel adult humor.
258,1993,Myst,Puzzle,"mystery,scifi",false,Foundational puzzle adventure. Pre-rendered mysterious island. Millions of copies.
259,1993,Police Quest: Open Season,P&C,"noir,mystery,classic",false,Sierra fourth PQ set in Los Angeles with street murders. Realistic pixel.
260,1993,Quest for Glory IV: Shadows of Darkness,RPG,"rpg,mystery,horror,classic",false,Sierra QFG4 in gothic Transylvania pixel. Horror fantasy adventure.
261,1993,Sam & Max Hit the Road,P&C,"classic,mystery",false,Freelance Police on the road. Surreal pixel humor by Steve Purcell.
262,1993,Simon the Sorcerer,P&C,"classic,mystery",false,English P&C with a teenage wizard. Pixel humor Tolkien parody.
263,1993,Space Quest V: The Next Mutation,P&C,"mystery,scifi,classic",false,Sierra. Roger Wilco as captain pixel space. Star Trek parody.
264,1993,The Legend of Kyrandia 2: Hand of Fate,P&C,"mystery,classic",false,Westwood. Second Kyrandia. Branwen seeks her body in pixel fantasy.
265,1992,Indiana Jones and the Fate of Atlantis,P&C,"mystery,classic",true,LucasArts. Indy seeks Atlantis against the Nazis. Best interactive Indy.
266,1992,King's Quest VI: Heir Today Gone Tomorrow,P&C,"mystery,classic",false,Sierra. Best KQ. Alexander seeks the princess improved pixel art.
267,1992,Laura Bow 2: The Dagger of Amon Ra,P&C,"mystery,noir,classic",false,Sierra. Reporter and murder at an Egyptian museum 1920s pixel.
268,1992,Lure of the Temptress,P&C,"mystery,classic",false,Revolution Software's first game before Broken Sword. Medieval pixel P&C foundational for the studio.
269,1992,Quest for Glory I: So You Want to Be a Hero,RPG,"rpg,mystery,classic",false,Sierra VGA remake. QFG1 fantasy adventure with character classes improved pixel.
270,1992,Quest for Glory III: Wages of War,RPG,"rpg,mystery,classic",false,Sierra QFG3 in fantasy Africa pixel. Tribal adventure.
271,1991,Conquests of the Longbow: The Legend of Robin Hood,P&C,"mystery,classic",false,Sierra. Robin Hood pixel adventure with moral choices. Beautiful VGA art.
272,1991,Cruise for a Corpse,P&C,"noir,mystery,classic",false,Delphine Software. Murder mystery on a 1930s yacht. Elegant atmospheric French pixel P&C.
273,1991,Kyrandia: Book One,P&C,"mystery,classic",false,Westwood Studios. Fantasy pixel adventure. King Brandywine and evil jester.
274,1991,Monkey Island 2: LeChuck's Revenge,P&C,"classic,mystery",true,Original LucasArts. Best in the series. Guybrush and LeChuck pixel masterpiece.
275,1991,Space Quest IV: Roger Wilco and the Time Rippers,P&C,"mystery,scifi,classic",false,Sierra. Roger Wilco time travels in sci-fi pixel parody.
276,1991,Willy Beamish,P&C,"mystery,classic",false,Dynamix. A kid's chaotic summer before school. Dark satirical pixel P&C adventure with outstanding art.
277,1990,King's Quest V: Absence Makes the Heart Go Yonder,P&C,"mystery,classic",false,Sierra. Graham pixel fantasy. Sierras first VGA production.
278,1990,Loom,P&C,"mystery,classic",false,LucasArts. Dream weaver with a magic flute. Poetic pixel art.
279,1990,Police Quest 3: The Kindred,P&C,"noir,mystery,classic",false,Sierra. Detective Sonny Bonds realistic pixel police procedural.
280,1990,Quest for Glory II: Trial by Fire,RPG,"rpg,mystery,classic",false,Sierra QFG2 in an Arabian city pixel. Magic and swords fantasy adventure.
281,1990,Rise of the Dragon,P&C,"noir,cyberpunk,mystery",false,Dynamix. Noir detective in LA 2053. Overlooked cyberpunk pixel P&C gem with animated cutscenes.
282,1990,Space Quest III: The Pirates of Pestulon,P&C,"mystery,scifi,classic",false,Sierra. Roger Wilco vs software pirates pixel sci-fi parody.
283,1990,The Secret of Monkey Island,P&C,"classic,mystery",true,LucasArts 90/91. Guybrush Threepwood. Absolute P&C genre founder.
284,1989,Indiana Jones and the Last Crusade,P&C,"mystery,classic",false,LucasArts. Pixel adventure parallel to the film Grail and Nazis.
285,1989,Laura Bow: The Colonel's Bequest,P&C,"mystery,noir,classic",false,Sierra Roberta Williams. Murder in a 1920s manor. Classic pixel mystery.
286,1989,Leisure Suit Larry 3: Passionate Patti,P&C,"mystery,classic",false,Sierra. Larry and Patti humorous adult pixel adventure on a tropical island.
287,1989,Police Quest 2: The Vengeance,P&C,"noir,mystery,classic",false,Sierra. Sonny Bonds recaptures serial killer Jessie Bains. Pixel police.
288,1989,Quest for Glory I: Hero's Quest,RPG,"rpg,mystery,classic",false,Original Sierra EGA. First QFG version. Fantasy adventure with skill system.
289,1989,Space Quest II: Vohaul's Revenge,P&C,"mystery,scifi,classic",false,Sierra. Roger Wilco in a penal moon pixel sci-fi parody.
290,1988,King's Quest IV: The Perils of Rosella,P&C,"mystery,classic",false,Sierra. First KQ with a female protagonist. Fantasy pixel adventure.
291,1988,Leisure Suit Larry 2: Goes Looking for Love,P&C,"mystery,classic",false,Sierra. Larry survives global disasters in a humorous adult pixel adventure.
292,1988,Maniac Mansion,P&C,"mystery,horror,classic",false,LucasArts 1987/88. Foundational SCUMM engine. Pixel graphic adventure masterpiece.
293,1988,Police Quest: In Pursuit of the Death Angel,P&C,"noir,mystery,classic",false,Sierra Jim Walls. First Police Quest. Procedural realistic pixel police.
294,1988,Zak McKracken and the Alien Mindbenders,P&C,"mystery,scifi,classic",false,LucasArts. Tabloid reporter vs aliens dulling humanitys minds. Pixel cult.
295,1987,King's Quest III: To Heir is Human,P&C,"mystery,classic",false,Sierra. Gwydion enslaved by a wizard. Fantasy pixel adventure.
296,1987,Leisure Suit Larry in the Land of the Lounge Lizards,P&C,"mystery,classic",false,Sierra. Foundational humorous adult P&C. Larry Laffer original pixel adventure.
297,1987,Space Quest I: The Sarien Encounter,P&C,"mystery,scifi,classic",false,Original Sierra. Space janitor Roger Wilco vs the Sariens. Pixel sci-fi parody.
298,1986,King's Quest II: Romancing the Throne,P&C,"mystery,classic",false,Sierra. Graham seeks the future queen. Second pixel fantasy adventure.
299,1984,King's Quest: Quest for the Crown,P&C,"mystery,classic",false,Original Sierra 1984. Graham and the grail. Absolute pixel adventure genre founder.
