num,year,title,genre,tags,star,note
214,2009,The Book of Unwritten Tales,P&C,"mystery,classic",false,KING Art. Revival P&C fantasy eccellente pixel art curata. Umorismo tagliente e grande seguito cult.
215,2009,The Secret of Monkey Island Special Edition,P&C,"classic,mystery",true,LucasArts 90 rimasterizzato. Pixel originale disponibile. Fondante.
216,2009,Zack & Wiki: Quest for Barbaros' Treasure,P&C,"classic,mystery",false,P&c puzzle Capcom. Pirati pixel puzzle inventivi.
217,2008,Blackwell Convergence,P&C,"mystery,noir",false,Terzo episodio Blackwell. Fantasmi risolti da medium e ghost Joey NYC pixel.
218,2008,Edna & Harvey: The Breakout,P&C,"mystery,horror",false,Daedalic. Prima grande P&C tedesca. Bambina fugge da una clinica psichiatrica con il suo coniglio parlante. Dark comedy pixel retrò eccellente.
219,2008,Still Life 2,P&C,"noir,mystery",false,Detective thriller pixel cross-temporale due donne due ere.
220,2007,Blackwell Unbound,P&C,"mystery,noir,classic",false,Prequel Blackwell 1973. Zia di Rosangela come medium. NYC vintage.
221,2007,The Whispered World,P&C,"mystery,cozy",false,P&c pixel melanconia. Protagonista goblin in mondo fantastico destinato a finire.
222,2006,Blackwell Legacy,P&C,"mystery,noir,classic",false,Inizio serie Blackwell. Rosangela scopre di essere medium.
223,2005,Ankh,P&C,"mystery,classic",false,P&c pixel egizio umoristico. Maledizione faraone avventura comica.
224,2005,Samorost 2,Puzzle,"mystery,cozy,scifi",false,Amanita Design. Gnomo spaziale pixel seguito. Puzzle poetico senza testo.
225,2004,Still Life,P&C,"noir,mystery",false,Detective thriller pixel. Caso del nonno riesumato dalla nipote investigatrice.
226,2004,Syberia II,P&C,"mystery,classic",false,Sequel immediato. Kate Walker continua la ricerca oltre il confine siberiano.
227,2003,Runaway: A Road Adventure,P&C,"mystery,classic",false,P&c pixel europeo. Giovane trascinato in fuga da gangster e FBI.
228,2003,Samorost,Puzzle,"mystery,cozy,scifi",false,Amanita Design originale. Flash pixel poetico. Gnomo salva il suo pianeta.
229,2002,Syberia,P&C,"mystery,classic",false,P&c europeo con mammut meccanici. Arte pixel industriale steampunk.
230,2000,Escape from Monkey Island,P&C,"classic,mystery",false,Quarto Monkey Island con motore 3D. Pixel di transizione ma ironia intatta.
231,1999,Discworld Noir,P&C,"noir,mystery,classic",false,Noir nel mondo piatto di Terry Pratchett. P&c pixel atmosfera grigia.
232,1999,The Longest Journey,P&C,"mystery,scifi",false,Funcom/Tørnquist. April Ryan tra due mondi. Capolavoro assoluto del P&C narrativo. Rivoluzionario.
233,1998,Broken Sword 2: The Smoking Mirror,P&C,"mystery,classic",false,Secondo capitolo G.Stobbart. Magia maya pixel europeo avventura.
234,1998,Grim Fandango,P&C,"noir,classic,mystery",true,Capolavoro LucasArts. Manny Calavera agenzia viaggi dei morti. Pixel noir messicano.
235,1998,Quest for Glory V: Dragon Fire,RPG,"rpg,mystery,classic",false,Ultimo QFG. Sierra fantasy avventura con combattimento a Silmaria.
236,1998,Sanitarium,Adventure,"horror,mystery",false,Amnesia ospedali psichiatrici realta alternative. Avventura pixel horror oscura.
237,1997,Discworld 2: Mortality Bytes,P&C,"mystery,classic",false,Sequel con Terry Pratchett e Eric Idle. Morte e rinascita nel mondo piatto pixel.
238,1997,Riven: The Sequel to Myst,Puzzle,"mystery,scifi",false,Sequel di Myst. Isole misteriose rendering pre-render.
239,1997,The Curse of Monkey Island,P&C,"classic,mystery",false,Terzo Monkey Island stile cartoon dipinto. Pixel art bellissimo.
240,1996,Broken Sword: The Shadow of the Templars,P&C,"mystery,classic",true,Revolution Software. George Stobbart e i Templari. P&c pixel europeo fondante.
241,1996,Full Throttle,P&C,"classic,noir",false,LucasArts originale. Biker Ben Throttle contro mega-corporazione.
242,1996,Leisure Suit Larry 7: Love for Sail,P&C,"mystery,classic",false,Sierra. Larry su nave da crociera. Pixel umoristico adulto.
243,1996,The Dig,P&C,"mystery,scifi,classic",false,LucasArts sci-fi serio. Asteroide alieno pixel arte rara.
244,1996,The Neverhood,Adventure,"mystery,classic",false,DreamWorks/Shiny. Avventura in claymation pura. Arte completamente artigianale e unica al mondo. Colonna sonora cult di Terry S. Taylor.
245,1995,Discworld,P&C,"mystery,classic",false,P&c Terry Pratchett. Rincewind pixel umoristico con voce Eric Idle.
246,1995,Gabriel Knight 2: The Beast Within,P&C,"mystery,horror,classic",false,GK FMV/pixel. Monaco Baviera lupi mannari opera melodramma.
247,1995,"I Have No Mouth, and I Must Scream",P&C,"horror,mystery,scifi",false,Cyberdreams/Harlan Ellison. Sei personaggi intrappolati da una IA sadica per sempre. P&C horror psicologico oscuro e disturbante. Classico assoluto.
248,1995,Phantasmagoria,Adventure,"horror,mystery,classic",false,Sierra FMV horror adulto. Scrittrice in casa stregata. Pixel/video piena.
249,1995,Simon the Sorcerer II,P&C,"classic,mystery",false,Sequel del mago sassone. Pixel humor inglese parodia fiabe.
250,1995,Space Quest VI: The Spinal Frontier,P&C,"scifi,mystery,classic",false,Sierra. Capitolo finale di Roger Wilco. Parodia sci-fi pixel P&C tecnicamente il piu avanzato della serie.
251,1995,Torin's Passage,P&C,"mystery,classic",false,Sierra/Al Lowe. P&C pixel fantasy con arte prerendered bellissima e umorismo ironico gentile.
252,1994,Beneath a Steel Sky,P&C,"cyberpunk,scifi,classic,noir",true,GRATIS su GOG. Cyberpunk distopico. Robert Foster vs megacorp. Leggenda.
253,1994,The Legend of Kyrandia 3: Malcolm's Revenge,P&C,"mystery,classic",false,Terzo Kyrandia. Malcolm villain protagonista pixel fantasy avventura.
254,1993,Day of the Tentacle,P&C,"classic,mystery",false,LucasArts capolavoro. Viaggio nel tempo pixel puzzle comico.
255,1993,Freddy Pharkas: Frontier Pharmacist,P&C,"mystery,classic",false,Sierra Ken Williams. Western parodia pixel. Farmacista cowboy.
256,1993,Gabriel Knight: Sins of the Fathers,P&C,"mystery,horror,classic",false,Sierra. Scrittore cacciatore di mostri New Orleans voodoo pixel.
257,1993,Leisure Suit Larry 6: Shape Up or Slip Out,P&C,"mystery,classic",false,Sierra. Larry in resort di lusso. Pixel VGA umorismo adulto.
258,1993,Myst,Puzzle,"mystery,scifi",false,Fondante del puzzle adventure. Isola misteriosa pre-render. Milioni di copie.
259,1993,Police Quest: Open Season,P&C,"noir,mystery,classic",false,Sierra quarto PQ a Los Angeles con omicidi di strada. Pixel realistico.
260,1993,Quest for Glory IV: Shadows of Darkness,RPG,"rpg,mystery,horror,classic",false,Sierra QFG4 in Transilvania gotica pixel. Horror fantasy avventura.
261,1993,Sam & Max Hit the Road,P&C,"classic,mystery",false,Freelance Police on the road. Pixel humor surreale Steve Purcell.
262,1993,Simon the Sorcerer,P&C,"classic,mystery",false,P&c inglese con mago adolescente. Pixel humor parodia Tolkien.
263,1993,Space Quest V: The Next Mutation,P&C,"mystery,scifi,classic",false,Sierra. Roger Wilco capitano pixel spaziale. Parodia Star Trek.
264,1993,The Legend of Kyrandia 2: Hand of Fate,P&C,"mystery,classic",false,Westwood. Secondo Kyrandia. Branwen cerca il suo corpo pixel fantasy.
265,1992,Indiana Jones and the Fate of Atlantis,P&C,"mystery,classic",true,LucasArts. Indy cerca Atlantide contro i nazisti. Miglior Indy interattivo.
266,1992,King's Quest VI: Heir Today Gone Tomorrow,P&C,"mystery,classic",false,Sierra. Il migliore KQ. Alexander cerca la principessa pixel arte migliorata.
267,1992,Laura Bow 2: The Dagger of Amon Ra,P&C,"mystery,noir,classic",false,Sierra. Reporter e omicidio al museo egizio pixel 1920s.
268,1992,Lure of the Temptress,P&C,"mystery,classic",false,Revolution Software primo gioco prima di Broken Sword. P&C pixel medievale fondante per lo studio.
269,1992,Quest for Glory I: So You Want to Be a Hero,RPG,"rpg,mystery,classic",false,Sierra remake VGA. QFG1 fantasy avventura con classi personaggio pixel migliorato.
270,1992,Quest for Glory III: Wages of War,RPG,"rpg,mystery,classic",false,Sierra QFG3 in Africa fantasy pixel. Tribale avventura.
271,1991,Conquests of the Longbow: The Legend of Robin Hood,P&C,"mystery,classic",false,Sierra. Robin Hood pixel avventura decisioni morali. Arte VGA bellissima.
272,1991,Cruise for a Corpse,P&C,"noir,mystery,classic",false,Delphine Software. Murder mystery su yacht anni 30. P&C pixel francese elegante e atmosferico.
273,1991,Kyrandia: Book One,P&C,"mystery,classic",false,Westwood Studios. Fantasy pixel avventura. Re Brandywine e jester maligno.
274,1991,Monkey Island 2: LeChuck's Revenge,P&C,"classic,mystery",true,LucasArts originale. Il migliore della serie. Guybrush e LeChuck pixel capolavoro.
275,1991,Space Quest IV: Roger Wilco and the Time Rippers,P&C,"mystery,scifi,classic",false,Sierra. Roger Wilco viaggio nel tempo pixel sci-fi umoristico.
276,1991,Willy Beamish,P&C,"mystery,classic",false,Dynamix. Estate caotica di un bambino prima della scuola. P&C pixel satirico scuro. Arte eccezionale.
277,1990,King's Quest V: Absence Makes the Heart Go Yonder,P&C,"mystery,classic",false,Sierra. Graham pixel fantasy. Prima produzione VGA Sierra.
278,1990,Loom,P&C,"mystery,classic",false,LucasArts. Tessitore di sogni con flauto magico. Pixel art poetico.
279,1990,Police Quest 3: The Kindred,P&C,"noir,mystery,classic",false,Sierra. Detective Sonny Bonds pixel poliziesco realistico.
280,1990,Quest for Glory II: Trial by Fire,RPG,"rpg,mystery,classic",false,Sierra QFG2 in citta araba pixel. Magia e spade fantasy avventura.
281,1990,Rise of the Dragon,P&C,"noir,cyberpunk,mystery",false,Dynamix. Detective noir a Los Angeles 2053. P&C pixel cyberpunk con cutscenes animate. Gemma dimenticata.
282,1990,Space Quest III: The Pirates of Pestulon,P&C,"mystery,scifi,classic",false,Sierra. Roger Wilco contra pirati del software pixel. Parodia sci-fi.
283,1990,The Secret of Monkey Island,P&C,"classic,mystery",true,LucasArts 90/91. Guybrush Threepwood. Fondante assoluto genere P&c.
284,1989,Indiana Jones and the Last Crusade,P&C,"mystery,classic",false,LucasArts. Avventura pixel parallela al film graal e nazisti.
285,1989,Laura Bow: The Colonel's Bequest,P&C,"mystery,noir,classic",false,Sierra Roberta Williams. Omicidio in villa anni 20. Pixel mystery classico.
286,1989,Leisure Suit Larry 3: Passionate Patti,P&C,"mystery,classic",false,Sierra. Larry e Patti pixel avventura adulta umoristica isola tropicale.
287,1989,Police Quest 2: The Vengeance,P&C,"noir,mystery,classic",false,Sierra. Sonny Bonds riprende il serial killer Jessie Bains. Pixel poliziesco.
288,1989,Quest for Glory I: Hero's Quest,RPG,"rpg,mystery,classic",false,Sierra originale EGA. QFG1 prima versione. Fantasy avventura con skill system.
289,1989,Space Quest II: Vohaul's Revenge,P&C,"mystery,scifi,classic",false,Sierra. Roger Wilco nella luna penitenziaria pixel sci-fi parodia.
290,1988,King's Quest IV: The Perils of Rosella,P&C,"mystery,classic",false,Sierra. Prima KQ con protagonista femminile. Pixel fantasy avventura.
291,1988,Leisure Suit Larry 2: Goes Looking for Love,P&C,"mystery,classic",false,Sierra. Larry sopravvive disastri globali pixel avventura adulta umoristica.
292,1988,Maniac Mansion,P&C,"mystery,horror,classic",false,LucasArts 1987/88. SCUMM engine fondante. Pixel avventura grafica capolavoro.
293,1988,Police Quest: In Pursuit of the Death Angel,P&C,"noir,mystery,classic",false,Sierra Jim Walls. Prima Police Quest. Pixel poliziesco realistico procedurale.
294,1988,Zak McKracken and the Alien Mindbenders,P&C,"mystery,scifi,classic",false,LucasArts. Tabloid reporter contro alieni che abbrutiscono l umanita. Pixel cult.
295,1987,King's Quest III: To Heir is Human,P&C,"mystery,classic",false,Sierra. Gwydion schiavo del mago pixel fantasy avventura.
296,1987,Leisure Suit Larry in the Land of the Lounge Lizards,P&C,"mystery,classic",false,Sierra. P&c adulto umoristico fondante. Larry Laffer pixel avventura originale.
297,1987,Space Quest I: The Sarien Encounter,P&C,"mystery,scifi,classic",false,Sierra originale. Roger Wilco janitor spaziale contro i Sariens. Pixel parodia.
298,1986,King's Quest II: Romancing the Throne,P&C,"mystery,classic",false,Sierra. Graham cerca la futura regina. Pixel fantasy avventura seconda parte.
299,1984,King's Quest: Quest for the Crown,P&C,"mystery,classic",false,Sierra originale 1984. Graham e il graal pixel fondante assoluto del genere.
